Book Id,Title,Author,Additional Authors,ISBN,MyRating,AverageRating,Publisher,Binding,Pages,Year Published,PublicationYear,YearRead,DateRead,Date Added,Bookshelves,Bookshelves with positions,ExclusiveShelf,My Review,ReadCount
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,,446675504,4,4.16,Grand Central Publishing,Paperback,345,2000,1993,2018,9/20/18,9/9/18,,,read,"Parable of the Sower is a dystopian, bildungsroman novel. Where a kid 'discovered' this religion called earthseed. I didn't particularly loved reading it, but I found thinking about earthseed (the religion) very intellectually stimulating. It's seems more panentheistic than pantheistic to me,  I still remain confused as to which pan- to put this; but one could smell existentialism all over the pages, a heavy scent if you ask me. I will say some sort of logo-therapy and Buddhism too. Anyways, for all of -isms, Lauren, the protagonist and earthseed discoverer, says [her] ""God is Change"". Here is one of the verses in the 'scripture', so to speak “All that you touch you change. All that you change changes you. The only lasting truth is change. God is change.” <br/><br/>Coming up with a religion which you could hardly place in A bucket is deep enough. <br/><br/>I will say, 4 stars. ",1
35911519,"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow, 2nd Edition",Sebastian Raschka,Vahid Mirjalili,,0,4.28,Packt Publishing,Kindle Edition,622,2017,2015,,,9/19/18,to-read,to-read (#96),to-read,,0
1546197,Dreaming and Thinking,Rosine Jozef Perelberg,,1855759780,0,4,Routledge,Paperback,150,2001,2000,,,9/18/18,to-read,to-read (#95),to-read,,0
103306,Africa Unchained: The Blueprint for Africa's Future,George B.N. Ayittey,,1403973865,0,3.64,Palgrave Macmillan,Paperback,512,2006,2005,,,9/15/18,to-read,to-read (#94),to-read,,0
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,,393609391,0,4.1,W. W. Norton  Company,Hardcover,224,2017,2017,,,9/15/18,to-read,to-read (#93),to-read,,0
30200931,Learn More Python 3 the Hard Way: The Next Step for New Python Programmers,Zed A. Shaw,,134123484,0,3.81,Addison-Wesley Professional,Paperback,240,2017,,,,9/13/18,to-read,to-read (#92),to-read,,0
24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,,465065708,0,3.79,Basic Books,Hardcover,352,2015,2015,,,8/28/18,to-read,to-read (#91),to-read,,0
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,,1400077303,0,4.19,Vintage,Paperback,832,2004,1997,,,8/21/17,to-read,to-read (#90),to-read,,0
37830765,Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,,1847925391,5,3.55,Bodley Head,Hardcover,160,2018,2018,2018,8/23/18,8/20/18,,,read,"I have had shadows of pessimism towards social media the first time I heard of Facebook years ago, in college, somethings just doesn't feel right.  <br/>""And how much am I going to pay?"" I asked my friend. It was in a cyber cafe, the night was dark, very dark, I remember. Gleefully, he replied, ""nothing!""<br/>And what comes for free? What exactly?<br/>Only God's salvation if you ask me. Even so, you still need to pay a price by acting out ""truth"", some will say. <br/>Mr Lanier explains very clearly the business model of the facebooks and goggles of this world, it's pretty scary. Humans are turned into lab rats (and, in his words, assholes) in the name of social networking. Hopefully things change, in the mean time he advises: delete your accounts! <br/>Fair enough. ",1
4069,Man's Search for Meaning,Viktor E. Frankl,"Harold S. Kushner, William J. Winslade, Isle Lasch",080701429X,5,4.36,Beacon Press,Paperback,165,2006,1946,2018,8/22/18,8/17/18,,,read,An antidote to nihilism - 5 stars!,1
26530386,"The Vital Question: Energy, Evolution, and the Origins of Complex Life",Nick Lane,,393352978,0,4.17,W. W. Norton  Company,Paperback,368,2016,2015,,,4/16/18,to-read,to-read (#89),to-read,,0
13191925,The Secret to Success,Eric Thomas,,974623105,4,4.19,Spirit Reign Publishing,Hardcover,199,2011,2011,2018,8/17/18,8/14/18,,,read,"Okay, okay, here is the thing; life is NOT a level playing ground. Kapish? Kapeesh?! I mean, we are the product of 1) our genes and 2) our childhood experiences - all of which are wayyyyyyy too far from our reach - but (and here is a big BUT), one could extract out meaning from one's life as best as one can. In order words, we can all be 'successful' as ridiculous as the claim might seem. The book shares an inspiring story from an African American Male, acting out the gospel. But the truth is, there are no secrets, only suspended knowledge. ",1
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,,62273205,0,4.24,HarperBusiness,Hardcover,304,2014,2014,,,7/13/18,to-read,to-read (#88),to-read,,0
2218102,Maps of Meaning: The Architecture of Belief,Jordan B. Peterson,,415922224,0,4.11,Routledge,Paperback,564,1999,1999,,,6/22/18,to-read,to-read (#87),to-read,,0
31931,Theory and Reality: An Introduction to the Philosophy of Science,Peter Godfrey-Smith,,226300633,0,3.89,University of Chicago Press,Paperback,288,2003,2003,,,8/14/18,to-read,to-read (#86),to-read,,0
36245499,Meaning and Understanding in the History of Ideas,Quentin Skinner,,,0,4,,,52,2013,,,,8/11/18,to-read,to-read (#85),to-read,,0
31921,Philosophy of Science: A Very Short Introduction,Samir Okasha,,192802836,5,3.92,"Oxford University Press, USA",Paperback,144,2002,2002,2018,8/5/18,7/25/18,,,read,"What does an explanation means? How do we know that that which we opt for is the 'right' one. This is an important question that the author surveys throughout the book (directly and indirectly). Explanation in science gives less than most people think it gives; which is why many scientists (and non-scientists alike) confuse 'agency' for 'law'; why they confuse God with, say, law of motion. Explanation in science is extremely pragmatic but remarkably shallow, only if you look through a philosopher's lens.  ",1
25151238,Islam and the Future of Tolerance: A Dialogue,Sam Harris,Maajid Nawaz,674088700,4,4.07,Harvard University Press ,Hardcover,138,2015,2015,2018,,7/14/18,,,read,"Short, pragmatic and useful discourse about the complexity of Islam.",1
10368067,Poke the Box,Seth Godin,,1936719002,4,3.79,"Do You Zoom, Inc.",Hardcover,85,2011,2011,2015,10/1/15,9/26/15,,,read,Mr Godin argues for the following: failure is better than napping. I agree.  ,2
164160,Philosophy and the Real World: An Introduction to Karl Popper,Bryan Magee,,875484360,0,4.14,Open Court,Paperback,132,1999,1985,,,7/14/18,to-read,to-read (#84),to-read,,0
36992441,Talking to My Daughter About the Economy: A Brief History of Capitalism,Yanis Varoufakis,,,0,4.04,Vintage,Paperback,288,2018,2013,,,7/14/18,to-read,to-read (#83),to-read,,0
138807,Coffee with Plato,Donald R. Moor,Robert M. Pirsig,1844835081,0,3.47,Duncan Baird,Hardcover,144,2007,2007,,,6/28/18,to-read,to-read (#82),to-read,,0
2197096,"Knowledge, Belief, and Witchcraft: Analytic Experiments in African Philosophy",Barry Hallen,"J. Sodipo, Willard Van Orman Quine",804728232,0,4.43,Stanford University Press,Paperback,180,1997,1997,,,6/24/18,to-read,to-read (#81),to-read,,0
6678073,A Companion to African Philosophy,Kwasi Wiredu,,631207511,0,3.9,Wiley-Blackwell,Hardcover,608,2004,2003,,,6/24/18,to-read,to-read (#80),to-read,,0
32868428,The Evolution of the West: How Christianity Has Shaped Our Values,Nick  Spencer,,,0,3.87,SPCK,Kindle Edition,206,2016,,,,6/23/18,to-read,to-read (#79),to-read,,0
946185,Mathematics and Its History,John Stillwell,,387953361,0,4.35,Springer,Hardcover,542,2001,1997,,,6/23/18,to-read,to-read (#78),to-read,,0
13587145,The Theoretical Minimum: What You Need to Know to Start Doing Physics (Theoretical Minimum #1),Leonard Susskind,George Hrabovsky,046502811X,0,4.11,Basic Books,Hardcover,256,2013,2013,,,6/23/18,to-read,to-read (#77),to-read,,0
36849015,Why We Need Religion,Stephen T. Asma,,190469676,0,4.04,"Oxford University Press, USA",Hardcover,272,2018,,,,6/23/18,to-read,to-read (#76),to-read,,0
23654228,The Power of Your Subconscious Mind,Joseph Murphy,,,3,4.13,,,,,1962,2014,9/1/14,1/9/15,,,read,,1
213031,Data Mining: Practical Machine Learning Tools and Techniques,Ian H. Witten,Eibe Frank,120884070,0,3.88,Morgan Kaufmann Publishers,Paperback,525,2005,1999,,,6/18/18,to-read,to-read (#75),to-read,,0
37121051,Linear Algebra: Foundations to Frontiers,Margaret E. Myers,"Pierce M. van de Geijn, Robert A. van de Geijn",,0,5,,,,,,,,1/17/18,to-read,to-read (#61),to-read,,0
15766601,The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,,670024813,5,3.72,Viking,Hardcover,512,2012,2012,2018,6/9/18,4/4/18,,,read,"Great, great book on anthropology. This is the first Prof Diamond’s book I read, and I am not disappointed. Prof Diamond carried out a comparative analysis between non-state traditional societies and modern societies, under the following themes: War and peace, market economics, land use, child-rearing, treatment of old people, danger and response, religion, language, and health.<br/><br/>And what did I learn? One (overarching) message: Sometimes we remain under the illusion that anytime we journey out from a traditional framework or system; that that had to be progress. Well, the book shows that we could be very wrong, our ancestors are really smart 'beasts', and evidence for that is embedded in the fact of their survival (in many respects). Sometimes, indeed, we need to look back to solve some of our greatest problems.",1
17448036,The Unreasonable Effectiveness of Mathematics in the Natural Sciences,Eugene Paul Wigner,,,0,3.88,,,16,1959,1959,,,6/7/18,to-read,to-read (#74),to-read,,0
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Norman Doidge, Ethan Van Sciver",345816021,5,3.96,Random House Canada,Hardcover,409,2018,2018,2018,6/7/18,5/16/18,,,read,"This is a (very deep) self help book marinated in mythology, theology, and psychology. And a three-word summary will look something like this: 'Freedom requires constraints'.",1
22089953,Mastering the Fundamentals of Mathematics [DVD],NOT A BOOK,,1598038559,0,4.67,Great Courses  Teaching Company,DVD-ROM,128,,,,,5/28/18,to-read,to-read (#73),to-read,,0
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,,671739166,0,4.11,Pocket Books,Paperback,704,1991,1926,,,5/28/18,to-read,to-read (#72),to-read,,0
5080355,How the Mind Works,Steven Pinker,,393334775,0,3.97,W. W. Norton & Company,Paperback,659,2009,1997,,,5/28/18,to-read,to-read (#71),to-read,,0
26810258,Seven Brief Lessons on Physics,Carlo Rovelli,,,0,3.96,Penguin,Kindle Edition,108,2015,2014,,,5/28/18,to-read,to-read (#70),to-read,,0
408204,"Ideas: A History of Thought and Invention, from Fire to Freud",Peter Watson,,60935642,0,4.34,Harper Perennial,Paperback,848,2006,2005,,,5/28/18,to-read,to-read (#69),to-read,,0
6340873,The Evolution of God,Robert Wright,,316734918,0,3.93,"Little, Brown and Company",Hardcover,567,2009,2009,,,5/25/18,to-read,to-read (#68),to-read,,0
21,A Short History of Nearly Everything,Bill Bryson,,076790818X,0,4.2,Broadway Books,Paperback,544,2004,2003,,,4/12/16,to-read,to-read (#67),to-read,,0
929585,Brodie's Report,Jorge Luis Borges,Andrew Hurley,143039253,0,4,Penguin Classics,Paperback,126,2005,1970,,,5/12/18,to-read,to-read (#66),to-read,,0
17720,In Praise of Darkness,Jorge Luis Borges,Norman Thomas di Giovanni,525036350,3,3.64,Dutton Adult,Hardcover,142,1974,1969,2018,5/6/18,5/5/18,,,read,,1
4934,The Brothers Karamazov,Fyodor Dostoyevsky,"Richard Pevear, Larissa Volokhonsky",374528373,0,4.32,"Farrar, Straus and Giroux",Paperback,796,2002,1879,,,5/3/18,to-read,to-read (#65),to-read,,0
30272030,Ethics in the Real World: 86 Brief Essays on Things that Matter,Peter Singer,,,0,3.93,Text Publishing ,Paperback,336,2016,2016,,,4/30/18,to-read,to-read (#64),to-read,,0
7144,Crime and Punishment,Fyodor Dostoyevsky,David McDuff,143058142,0,4.21,Penguin,Paperback,671,2002,1866,,,4/28/18,to-read,to-read (#63),to-read,,0
23461464,The Internet of Things,Samuel Greengard,,262527731,0,3.25,Mit Press,Paperback,232,2015,2015,,,4/28/18,to-read,to-read (#62),to-read,,0
11104082,"The Third Industrial Revolution: How Lateral Power Is Transforming Energy, the Economy, and the World",Jeremy Rifkin,,230115217,0,3.86,Palgrave MacMillan,Hardcover,291,2011,2011,,,4/17/18,to-read,to-read (#60),to-read,,0
11156400,Seven Days That Divide The World: The Beginning According To Genesis & Science,John C. Lennox,,310494605,4,4.14,Zondervan,Paperback,192,2011,2011,2018,4/14/18,2/20/18,,,read,"Prof Lennox always deliver the cargo! <br/>In this book, he argues (very brilliantly) for the following among several others: 1) That the book of Genesis leaves the question of the age of the earth widely open 2) Natural selection has no creative force whatsoever. (just like the law of arithmetic don't put money in my pocket) It needs a mind. etc. etc.<br/>",2
192221,How to Solve It: A New Aspect of Mathematical Method,George Pólya,,069111966X,0,4.16,Princeton University Press,Paperback,288,2015,1944,,,1/24/16,to-read,to-read (#59),to-read,,0
146422,The Book of Sand and Shakespeare's Memory,Jorge Luis Borges,Norman Thomas di Giovanni,,2,4.14,Penguin Books Ltd,Paperback,159,2001,1975,2018,3/24/18,3/12/18,,,read,,1
24019187,Humans of New York: Stories,Brandon Stanton,,1250058902,4,4.53,Macmillan Australia,Hardcover,428,2015,2015,2018,3/21/18,3/16/18,,,read,"Addiction, Pain, Relationships, Joy, and Life",1
17237969,Shakespeare's Memory,Jorge Luis Borges,Andrew Hurley,,4,4.16,Penguin Classics,Paperback,34,2007,1983,2018,3/12/18,3/10/18,,,read,"Deep, Dry and cerebral. That, I was only left to envy the writer's erudition. ",1
5787,The Aleph and Other Stories,Jorge Luis Borges,Andrew Hurley,142437883,0,4.38,Penguin Classics,Paperback,210,2004,1945,,,3/11/18,to-read,to-read (#58),to-read,,0
974903,The Rules of Wealth: A Personal Code for Prosperity,Richard Templar,,273710192,0,3.73,Prentice Hall,Paperback,256,2006,2006,,,3/4/18,to-read,to-read (#57),to-read,,0
116185,Journey through Genius: The Great Theorems of Mathematics,William Dunham,,014014739X,0,4.19,Penguin Books,Paperback,320,1991,1990,,,2/26/18,to-read,to-read (#56),to-read,,0
15799151,Daily Rituals: How Artists Work,Mason Currey,,307273601,4,3.66,Knopf,Hardcover,304,2013,2013,2018,2/25/18,2/10/18,,,read,"A compendium of deep work schedules of creative artists, mostly writers. It's worth reading. ",1
15818327,Darwin's Doubt: The Explosive Origin of Animal Life and the Case for Intelligent Design,Stephen  C. Meyer,,62071475,0,4.14,HarperOne,Hardcover,512,2013,2013,,,2/25/18,to-read,to-read (#55),to-read,,0
24072897,Deep Learning,Ian Goodfellow,"Yoshua Bengio, Aaron Courville",,0,4.46,The MIT Press,ebook,787,2016,,,,2/22/18,to-read,to-read (#54),to-read,,0
148009,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction",Trevor Hastie,"Robert Tibshirani, Jerome Friedman",387952845,0,4.37,Springer,Hardcover,552,2003,2001,,,2/22/18,to-read,to-read (#53),to-read,,0
13641208,Tenth of December,George Saunders,,812993802,3,3.97,Random House,Hardcover,251,2013,2013,2018,2/21/18,2/17/18,,,read,"A few great stories: Sticks, Exhortation, Escape from Spiderhead. ",1
910500,The Language of God: A Scientist Presents Evidence for Belief,Francis S. Collins,,743554310,0,3.85,Simon  Schuster Audio,Audio CD,0,2006,2006,,,2/20/18,to-read,to-read (#52),to-read,,0
10379191,God and Stephen Hawking: Whose Design Is It Anyway?,John C. Lennox,,745955495,4,4.15,Lion Hudson Plc,Paperback,96,2011,2011,2018,2/20/18,2/10/18,,,read,"Dr Lennox communicated, very brilliantly, that the belief that Atheism is (or should be) the default intellectual position is crap!",1
23257776,Birth of a Theorem: A Mathematical Adventure,Cédric Villani,Malcolm DeBevoise,374710236,0,3.8,"Farrar, Straus and Giroux",ebook,272,2015,2012,,,2/5/18,to-read,to-read (#51),to-read,,0
8545225,20 Under 40: Stories from The New Yorker,Deborah Treisman,,374532877,3,3.78,"Farrar, Straus and Giroux",Paperback,431,2010,2010,2018,2/1/18,1/1/18,,,read,"A few great stories: Second Lives, An Arranged Marriage, An Honest Exit, The Landlord.",1
36532982,"Determined to Believe: The Sovereignty of God, Freedom, Faith and Human",John C. Lennox,,,0,4.38,Monarch Books,Kindle Edition,368,2017,,,,1/31/18,to-read,to-read (#50),to-read,,0
151848,Probability Theory: The Logic of Science,E.T. Jaynes,G. Larry Bretthorst,521592712,0,4.38,Cambridge University Press,Hardcover,753,2003,1999,,,1/25/18,to-read,to-read (#49),to-read,,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,,465026567,0,4.29,Basic Books,Paperback,777,1999,1979,,,1/17/18,to-read,to-read (#48),to-read,,0
21481291,Under Bridge,Immanuel James,,615989128,4,4.5,Eleviv Publishing Group,Paperback,260,2014,2014,2018,1/15/18,1/5/18,,,read,"A grass to grace story of a Nigerian (Igbo) boy. It's discuses important socio-cultural themes in the Nigerian Clime. And, I must say, the book is very well written, that I failed not to envy Mr James's sentences. (A few of them threw me off my seat while reading).",1
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,,62301233,4,4.23,Ecco,Hardcover,400,2015,2015,2017,1/16/17,10/18/16,,,read,,1
27405142,The Name of God is Mercy,Pope Francis,,399588647,5,4.17,Random House,ebook,176,2016,2015,2018,1/9/18,8/12/16,,,read,"Peter betrayed Jesus, and even so he was chosen. Indeed, the name of God is Mercy. ",1
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,,,3,3.65,Anchor Books,Paperback,209,1994,1959,2018,1/6/18,12/18/17,,,read,It’s my first time of reading the classic. And I am very much aware: I came late to the party. Not bad.,1
7194279,The Secret Lives of Baba Segi's Wives,Lola Shoneyin,,61946370,0,3.95,William Morrow,Hardcover,280,2010,2010,,,1/2/18,to-read,to-read (#47),to-read,,0
26150226,Birdsong,Chimamanda Ngozi Adichie,,,4,3.73,newyorker.com,ebook,12,2010,2010,2017,,12/28/17,,,read,,1
180995,Plato and a Platypus Walk Into a Bar: Understanding Philosophy Through Jokes,Thomas Cathcart,Daniel Klein,,0,3.78,Harry N. Abrams,Hardcover,200,2007,2006,,,12/23/17,to-read,to-read (#46),to-read,,0
789155,Social Cognition,Ziva Kunda,,262611430,0,4.07,MIT Press (MA),Paperback,488,1999,1999,,,12/21/17,to-read,to-read (#45),to-read,,0
34684622,Leonardo da Vinci,Walter Isaacson,,1501139150,4,4.17,Simon & Schuster,Hardcover,600,2017,2017,2017,12/21/17,11/6/17,,,read,,1
25622246,The Stone Reader: Modern Philosophy in 133 Arguments,Peter Catapano,Simon Critchley,1631490710,4,3.72,Liveright,Hardcover,816,2015,2015,2017,12/17/17,10/13/17,,,read,,1
4214,Life of Pi,Yann Martel,,770430074,5,3.9,Seal Books,Paperback,460,2006,2001,2017,12/16/17,12/14/17,,,read,"I did not finish the book without occasional, soul-nourishing guffaws. But truth be told: the departure of Richard Parker made me sad, that I was surprised by it. ",1
10569,On Writing: A Memoir of the Craft,Stephen King,,743455967,0,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,,,12/16/17,to-read,to-read (#44),to-read,,0
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard P. Feynman,,393316041,0,4.27,W. W. Norton & Company,Paperback,391,1997,1985,,,12/15/17,to-read,to-read (#43),to-read,,0
5552,QED: The Strange Theory of Light and Matter,Richard P. Feynman,,691024170,0,4.24,Princeton University Press,Paperback,158,1988,1985,,,12/15/17,to-read,to-read (#42),to-read,,0
2165,The Old Man and the Sea,Ernest Hemingway,,684830493,3,3.76,Scribner,Hardcover,132,1996,1952,2017,12/13/17,12/9/17,,,read,,1
13259270,Free Will,Sam Harris,,1451683405,4,3.86,Free Press,Paperback,83,2012,2012,2017,12/12/17,12/3/17,,,read,,1
109540,Making Things Work: Solving Complex Problems in a Complex World,Yaneer Bar-Yam,,965632822,3,3.72,Knowledge Press,Paperback,306,2004,2004,2016,12/3/16,10/16/16,,,read,"A good introduction on complex systems, more like a Text Book read (which is not particularly helpful)",2
174713,The Lessons of History,Will Durant,Ariel Durant,1567310249,5,4.15,"Fine Communications,US",Hardcover,119,1997,1968,2015,6/24/15,6/16/15,,,read,"“The present is the past rolled up for action, and the past is the present unrolled for understanding.”",2
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,,1400069289,4,4.08,Random House,Hardcover,375,2012,2012,2015,5/26/15,5/10/15,,,read,,2
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,,316204366,5,3.94,"Little, Brown and Company",Hardcover,305,2013,2009,2015,6/11/15,5/26/15,,,read,,2
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,,1455586692,5,4.2,Grand Central Publishing,Hardcover,304,2016,2016,2016,9/19/16,9/4/16,,,read,,2
17284577,Guns,Stephen King,,,5,4.16, Philtrum Press,Kindle Edition,25,2013,2013,2017,,12/9/17,,,read,,1
31374591,Obama: The Call of History,Peter Baker,,935112901,4,4.31,Harry N. Abrams,Hardcover,320,2017,2017,2017,12/3/17,11/6/17,,,read,'Tough decisions' (to summarize in 2 words).,1
32505087,Machine Learning,Ethem Alpaydin,,,0,3.59,The MIT Press,Kindle Edition,224,2016,,,,11/18/17,to-read,to-read (#41),to-read,,0
142812,Ideas of the Great Philosophers,William S. Sahakian,,1566192714,4,3.48,Barnes & Noble Books,Hardcover,181,1993,1966,2017,11/10/17,6/28/17,,,read,"A confluence of philosophies, I loved it. ",1
125953,Destruction of Black Civilization: Great Issues of a Race From 4500 B.C. To 2000 A.D.,Chancellor Williams,,883780305,0,4.5,Third World Press,Paperback,384,1992,1971,,,10/14/17,to-read,to-read (#40),to-read,,0
2858266,When We Ruled: The Ancient and Medieval History of Black Civilisations,Robin Walker,Fari Supiya,095510680X,0,4.4,Every Generation Media,Hardcover,713,2006,2006,,,9/20/17,to-read,to-read (#39),to-read,,0
18303142,Amino Acids and Proteins,Gordon F. Bickerstaff,,,3,3,,,,,,2017,9/20/17,6/28/17,,,read,It was refreshing revisiting the basics. This one is very succinct.,1
1848903,The History of the Yorubas,Samuel Johnson,,978322929X,0,4.08,CSS Ltd,Paperback,740,1997,1921,,,8/21/17,to-read,to-read (#38),to-read,,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,,1455509108,4,4.11,Business Plus,ebook,288,2012,2012,2017,8/21/17,7/23/17,,,read,Great advice. Everyone should read. ,1
23419,The Consolations of Philosophy,Alain de Botton,,679779175,4,4.01,Vintage,Paperback,265,2001,2000,2017,8/15/17,8/11/17,,,read,Beautiful read: It left me in thirst of more practical philosophy.,1
1875338,The Wisdom Paradox: How Your Mind Can Grow Stronger as Your Brain Grows Older,Elkhonon Goldberg,,1592401872,4,3.97,Avery Publishing Group,Paperback,292,2006,2005,2017,8/7/17,8/3/17,,,read,"Yet, some more evidences from a top neuropsychologist that we can change our brain: 'biology' is not fixed, it is a range; but more importantly - the message about attractors and aging give me some sort of relief, joy. Thank you Dr. Goldberg.",1
723357,Metabolism at a Glance,J.G. Salway,,1405107162,0,4.48,Blackwell Publishers,Paperback,125,2004,1993,,,7/9/17,to-read,to-read (#37),to-read,,0
5597902,Complexity: A Guided Tour,Melanie Mitchell,,195124413,0,4.06,"Oxford University Press, USA",Hardcover,349,2009,2009,,,12/3/16,to-read,to-read (#36),to-read,,0
25142302,Byzantium: A Very Short Introduction,Peter Sarris,,199236119,0,3.79,"Oxford University Press, USA",Paperback,144,2015,2015,,,4/23/17,to-read,to-read (#35),to-read,,0
30049584,Cell signalling,Open University,,,0,5,The Open University,Kindle Edition,118,2016,,,,6/29/17,to-read,to-read (#34),to-read,,0
74663,The Crusades: A Very Short Introduction,Christopher Tyerman,,192806556,0,3.33,"Oxford University Press, USA",Paperback,167,2006,2004,,,4/18/17,to-read,to-read (#33),to-read,,0
82120,The Worldly Philosophers,Robert L. Heilbroner,,068486214X,4,4.14,Touchstone/Simon & Schuster (NY),Paperback,368,1999,1953,2017,6/28/17,3/19/17,,,read,From Adam smith to Joseph Schumpeter - A guide into the evolution of capitalism.,1
27845690,The Course of Love,Alain de Botton,,241145473,5,4.04,Hamish Hamilton,Hardcover,240,2016,2016,2017,6/28/17,6/12/17,,,read,Romanticism Bursted!,1
125819,How We Know What Isn't So: The Fallibility of Human Reason in Everyday Life,Thomas Gilovich,,29117062,3,3.95,Free Press,Paperback,216,1993,1991,2017,6/12/17,5/22/17,,,read,"""It ain't so much the things we don't know that get us into trouble. It's the things we know that just ain't so"" ",1
40745,Mindset: The New Psychology of Success,Carol S. Dweck,,,3,4.07,Random House,Hardcover,276,2006,2006,2017,5/28/17,4/9/17,,,read,,1
13748148,On Sacrifice,Moshe Halbertal,,691152853,5,3.97,Princeton University Press,Hardcover,134,2012,2012,2017,5/27/17,5/21/17,,,read,"Moshe took me deep. Much, much deeper than I have ever gone on subject. ",1
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,,,4,4.27,Harper,Kindle Edition,450,2017,2015,2017,5/14/17,4/4/17,,,read,,1
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,,,4,4.45,Harvill Secker,Paperback,498,2014,2011,2017,4/23/17,4/4/17,,,read,,1
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,,804137382,3,4.03,Crown Business,Hardcover,260,2014,2011,2017,4/18/17,4/9/17,,,read,"Important advice (I needed it), however, I decided to quit the moment the author mentioned the following words: ""sunk cost fallacy"".<br/>",1
25013067,SPQR: A History of Ancient Rome,Mary Beard,,871404230,5,4.07,Liveright,Hardcover,606,2015,2015,2017,4/7/17,2/15/17,,,read,"A thousand years of Roman history, the first millennium to be precise.  Thank you Prof. Beard",1
18077789,Dying Every Day: Seneca at the Court of Nero,James Romm,Seneca,307596877,4,4.11,Borzoi-Knopf,Hardcover,290,2014,2014,2017,3/2/17,1/16/17,,,read,An extremely readable history book.,1
9505857,Basic One- And Two-Dimensional NMR Spectroscopy,Horst Friebolin,,3527327827,4,3.78,Wiley-VCH Verlag GmbH,Paperback,418,2010,1991,2016,12/9/16,8/12/16,,,read,,1
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Arnold Schwarzenegger,,0,4.17,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,,,12/7/16,to-read,to-read (#32),to-read,,0
238558,A New Kind of Science,Stephen Wolfram,,1579550088,0,3.57,Wolfram Media,Hardcover,1264,2002,1997,,,12/4/16,to-read,to-read (#31),to-read,,0
356896,The Greatest Salesman in the World,Og Mandino,,055327757X,4,4.21,Bantam,Paperback,128,1983,1968,2016,12/3/16,11/24/16,,,read,,1
10245602,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,Esther Duflo,1586487981,4,4.24,PublicAffairs,Hardcover,320,2011,2011,2016,12/3/16,10/18/16,,,read,"Deeply researched, slew of 'data', great read.",1
7543,The Psychology of Winning,Denis Waitley,,425099997,3,4.21,Berkley,Paperback,176,1986,1979,2016,11/22/16,11/1/16,,,read,,1
15843166,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,,762447699,1,3.96,Running Press Adult,Paperback,244,2013,2013,2016,10/26/16,10/19/16,,,read,Not Good. ,1
6534349,The Amazing Story of Quantum Mechanics: A Math-Free Exploration of the Science that Made Our World,James Kakalios,,1592404790,0,3.77,Gotham,Hardcover,336,2010,2010,,,8/18/16,to-read,to-read (#30),to-read,,0
25241473,Rules for a Knight,Ethan Hawke,,307962334,4,4.11,Knopf,Hardcover,175,2015,2015,2016,9/28/16,8/25/16,,,read,,1
18632054,Life Lessons From Nietzsche,John Armstrong,,1447245601,3,3.46,Macmillan,Paperback,120,2013,2013,2016,9/27/16,4/17/16,,,read,,1
944103,The Palm-Wine Drinkard,Amos Tutuola,,571049966,0,3.85,Faber and Faber ,Paperback,125,1977,1952,,,9/8/16,to-read,to-read (#29),to-read,,0
7268054,The Smart Way to Your PH.D: 200 Secrets from 100 Graduates,Dora Farkas,,982109202,4,3.86,Your PH.D. Consulting,Paperback,319,2008,2008,2015,6/18/15,12/18/15,,,read,,1
